activity_id,canonical_molecule_id,parent_id,source_id,assay_id,readout,assay_family,endpoint_type,endpoint_relation,endpoint_value,potency_nM,efficacy_pct,fold_shift,receptor_species,evidence_tier,final_modeling_role,extended_category,strict_view_membership,species_caveat,notes
ACT_25917241,CM00790,PARENT0791,PMID_39023902,ASSY_CHEMBL5526948,PAM_functional_betarr,beta-arrestin,log(activity),=,2.1,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_betarr; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917242,CM00581,PARENT0793,PMID_39023902,ASSY_CHEMBL5526949,PAM_functional_betarr,beta-arrestin,Activity,=,78.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_betarr; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917243,CM00754,PARENT0780,PMID_39023902,ASSY_CHEMBL5526949,PAM_functional_betarr,beta-arrestin,Activity,=,200.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_betarr; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917244,CM00714,PARENT0782,PMID_39023902,ASSY_CHEMBL5526949,PAM_functional_betarr,beta-arrestin,Activity,=,2.2,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_betarr; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917245,CM00147,PARENT0784,PMID_39023902,ASSY_CHEMBL5526949,PAM_functional_betarr,beta-arrestin,Activity,=,83.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_betarr; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917246,CM00513,PARENT0787,PMID_39023902,ASSY_CHEMBL5526949,PAM_functional_betarr,beta-arrestin,Activity,=,78.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_betarr; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917247,CM00833,PARENT0788,PMID_39023902,ASSY_CHEMBL5526949,PAM_functional_betarr,beta-arrestin,Activity,=,126.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_betarr; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917248,CM00757,PARENT0789,PMID_39023902,ASSY_CHEMBL5526949,PAM_functional_betarr,beta-arrestin,Activity,=,81.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_betarr; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917249,CM00790,PARENT0791,PMID_39023902,ASSY_CHEMBL5526949,PAM_functional_betarr,beta-arrestin,Activity,=,126.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_betarr; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030098,CM00473,PARENT0795,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,>,10000.0,10000.0,,,Homo sapiens,CORE,threshold_only_bound,threshold_only_bound,threshold_negative,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; censored endpoint bound; relation preserved; assay-context negative result; same parent has PAM evidence in other assay contexts - not a parent-level inactivity declaration
ACT_26030100,CM00761,PARENT0797,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,>,10000.0,10000.0,,,Homo sapiens,CORE,threshold_only_bound,threshold_only_bound,threshold_negative,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; censored endpoint bound; relation preserved; assay-context negative result; same parent has PAM evidence in other assay contexts - not a parent-level inactivity declaration
ACT_26030109,CM00546,PARENT0806,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,>,10000.0,10000.0,,,Homo sapiens,CORE,threshold_only_bound,threshold_only_bound,threshold_negative,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; censored endpoint bound; relation preserved; assay-context negative result; same parent has PAM evidence in other assay contexts - not a parent-level inactivity declaration
ACT_26030144,CM00161,PARENT0794,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,>,31622.78,31622.78,,,Homo sapiens,CORE,threshold_only_bound,threshold_only_bound,threshold_negative,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; censored endpoint bound; relation preserved
ACT_26030145,CM00473,PARENT0795,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,>,10000.0,10000.0,,,Homo sapiens,CORE,threshold_only_bound,threshold_only_bound,threshold_negative,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; censored endpoint bound; relation preserved; assay-context negative result; same parent has PAM evidence in other assay contexts - not a parent-level inactivity declaration
ACT_26030147,CM00761,PARENT0797,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,>,10000.0,10000.0,,,Homo sapiens,CORE,threshold_only_bound,threshold_only_bound,threshold_negative,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; censored endpoint bound; relation preserved; assay-context negative result; same parent has PAM evidence in other assay contexts - not a parent-level inactivity declaration
ACT_26030156,CM00546,PARENT0806,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,>,10000.0,10000.0,,,Homo sapiens,CORE,threshold_only_bound,threshold_only_bound,threshold_negative,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; censored endpoint bound; relation preserved; assay-context negative result; same parent has PAM evidence in other assay contexts - not a parent-level inactivity declaration
ACT_26030192,CM00473,PARENT0795,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,75.0,,75.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030193,CM00298,PARENT0796,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,91.0,,91.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030194,CM00761,PARENT0797,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,71.0,,71.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030195,CM00820,PARENT0798,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,57.0,,57.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030196,CM00170,PARENT0799,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,63.0,,63.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030197,CM00857,PARENT0800,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,69.0,,69.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030198,CM00375,PARENT0801,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,84.0,,84.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030199,CM00766,PARENT0802,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,63.0,,63.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030200,CM00622,PARENT0803,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,75.0,,75.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030201,CM00023,PARENT0804,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,58.0,,58.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030202,CM00205,PARENT0805,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,96.0,,96.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030203,CM00546,PARENT0806,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,49.0,,49.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030204,CM00627,PARENT0807,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,65.0,,65.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030205,CM00292,PARENT0808,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,62.0,,62.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030206,CM00131,PARENT0809,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,59.0,,59.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030207,CM00411,PARENT0810,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,40.0,,40.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030208,CM00310,PARENT0811,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,60.0,,60.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030209,CM00113,PARENT0812,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,78.0,,78.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030210,CM00485,PARENT0813,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,47.0,,47.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030211,CM00321,PARENT0814,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,65.0,,65.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030212,CM00340,PARENT0815,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,84.0,,84.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030213,CM00319,PARENT0816,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,49.0,,49.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030214,CM00405,PARENT0817,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,45.0,,45.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030215,CM00267,PARENT0818,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,58.0,,58.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030216,CM00657,PARENT0819,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,62.0,,62.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030217,CM00709,PARENT0820,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,82.0,,82.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030218,CM00246,PARENT0821,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,77.0,,77.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030219,CM00829,PARENT0822,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,45.0,,45.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030220,CM00708,PARENT0823,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,51.0,,51.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030221,CM00072,PARENT0824,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,71.0,,71.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030222,CM00407,PARENT0825,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,84.0,,84.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030223,CM00868,PARENT0826,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,65.0,,65.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030224,CM00435,PARENT0827,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,67.0,,67.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030225,CM00271,PARENT0828,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,110.0,,110.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030226,CM00079,PARENT0829,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,91.0,,91.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030227,CM00429,PARENT0830,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,69.0,,69.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030228,CM00440,PARENT0831,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,71.0,,71.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030229,CM00472,PARENT0832,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,73.0,,73.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030230,CM00218,PARENT0833,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,76.0,,76.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030231,CM00850,PARENT0834,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,41.0,,41.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030232,CM00768,PARENT0835,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,70.0,,70.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_26030233,CM00351,PARENT0836,PMID_39140069,ASSY_CHEMBL5582322,PAM_functional_calcium,calcium,Emax,=,67.0,,67.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
